filename|annotator|questione|id|source-name|source-partition-id|ref-type|ref-scope|text|context|alias|partition|doc-type|authority|region|city|detached-city|section|ministry|other-authority|eu-acronym|number|year|full-number|case-number|area|doc-date|deposit-date|notification-date|publication-date|applicant|defendant|ro-number|rv-number|gu-series|url|cited-doc-simple-id|cited-art-simple-id|cited-comma-simple-id
Sentenza_U24_1913_2022.json|A1|Se l'Ufficio, in mancanza di risposta ai questionari da part|4|||legislation|nazionale|art. 51, comma 2, n. 3|art. 51, comma 2, n. 3 e 4, d.P.R. n. 633/1972||articolo-51_comma-2_numero-3|DECR|PRES_REP||||||||633|1972|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:1972;633~art51-comma2-num3|presidente.repubblica:decreto:1972;633|presidente.repubblica:decreto:1972;633_articolo-51|presidente.repubblica:decreto:1972;633_articolo-51_comma-2
Sentenza_U24_1913_2022.json|A1|Se l'Ufficio, in mancanza di risposta ai questionari da part|5|||legislation|nazionale|4, d.P.R. n. 633/1972|art. 51, comma 2, n. 3 e 4, d.P.R. n. 633/1972||articolo-51_comma-2_numero-4|DECR|PRES_REP||||||||633|1972|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:1972;633~art51-comma2-num4|presidente.repubblica:decreto:1972;633|presidente.repubblica:decreto:1972;633_articolo-51|presidente.repubblica:decreto:1972;633_articolo-51_comma-2
Sentenza_U24_1913_2022.json|A1|Se l'Ufficio, in mancanza di risposta ai questionari da part|6|||caselaw|nazionale|Cass., Sez. V, 11 aprile 2018, n. 8923|Cass., Sez. V, 11 aprile 2018, n. 8923||||CORTE_CASS||||5||||8923|||||2018-04-11||||||||||||
Sentenza_U24_1913_2022.json|A1|Se l'Ufficio, in mancanza di risposta ai questionari da part|7|||caselaw|nazionale|Cass., Sez. V, 12 dicembre 2018, n. 32129|Cass., Sez. V, 12 dicembre 2018, n. 32129||||CORTE_CASS||||5||||32129|||||2018-12-12||||||||||||
Sentenza_U24_1913_2022.json|A1|Se l'Ufficio, in mancanza di risposta ai questionari da part|8|||caselaw|nazionale|Cass., Sez. V, 13 luglio 2018, n. 18695|Cass., Sez. V, 13 luglio 2018, n. 18695||||CORTE_CASS||||5||||18695|||||2018-07-13||||||||||||
Sentenza_U75_247_2021.json|A1|Se la sentenza della Commissione Tributaria Regionale dell'U|1|||caselaw|nazionale|CTR Umbria 556/2018|CTR Umbria 556/2018||||COMM_TRIBUT_REG|UMB|||||||556|2018||||||||||||||||
Sentenza_U75_247_2021.json|A1|Se l'Ica abbia agito con responsabilità aggravata ex art. 96|1|||legislation|nazionale|art. 96 c.p.c.|art. 96 c.p.c.|COD_PROC_CIV|articolo-96||||||||||||||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:regio.decreto:1940-10-28;1443:1~art96|COD_PROC_CIV|COD_PROC_CIV_articolo-96|
Sentenza_U75_247_2021.json|A1|Se l'Ica abbia agito con responsabilità aggravata ex art. 96|2|||legislation|nazionale|art. 15 c. 2 dlgs. 546/1992|art. 15 c. 2 dlgs. 546/1992||articolo-15_comma-2|DLGS|||||||||546|1992|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992;546~art15-comma2|decreto.legislativo:1992;546|decreto.legislativo:1992;546_articolo-15|decreto.legislativo:1992;546_articolo-15_comma-2
Sentenza_U91_11131_2023.json|A1|Se un contribuente impugni una cartella di pagamento relativ|1|||legislation|nazionale|art. 24 comma 5 dlgs 46/1999|art. 24 comma 5 dlgs 46/1999||articolo-24_comma-5|DLGS|||||||||46|1999|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1999;46~art24-comma5|decreto.legislativo:1999;46|decreto.legislativo:1999;46_articolo-24|decreto.legislativo:1999;46_articolo-24_comma-5
Sentenza_U91_11131_2023.json|A1|Se un contribuente, impugnando un'avviso di intimazione di p|1|||legislation|nazionale|art. 43 dpr 600/1973|art. 43 dpr 600/1973||articolo-43|DECR|PRES_REP||||||||600|1973|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:1973;600~art43|presidente.repubblica:decreto:1973;600|presidente.repubblica:decreto:1973;600_articolo-43|
Sentenza_U91_485_2022.json|A1|Se il contribuente impugni un atto che include riferimenti a|1|||legislation|nazionale|art. 14, comma 3 bis, D.P.R. n. 115/2002|art. 14, comma 3 bis, D.P.R. n. 115/2002||articolo-14_comma-3-bis|DECR|PRES_REP||||||||115|2002|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:2002;115~art14-comma3bis|presidente.repubblica:decreto:2002;115|presidente.repubblica:decreto:2002;115_articolo-14|presidente.repubblica:decreto:2002;115_articolo-14_comma-3-bis
Sentenza_U91_485_2022.json|A1|Se il contribuente impugni un atto che include riferimenti a|2|||legislation|nazionale|art. 13, comma 6 quater, D.P.R. n. 115/2002|art. 13, comma 6 quater, D.P.R. n. 115/2002||articolo-13_comma-6-quater|DECR|PRES_REP||||||||115|2002|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:2002;115~art13-comma6quater|presidente.repubblica:decreto:2002;115|presidente.repubblica:decreto:2002;115_articolo-13|presidente.repubblica:decreto:2002;115_articolo-13_comma-6-quater
Sentenza_U91_485_2022.json|A2|Se il contribuente impugni un atto che include riferimenti a|1|||legislation|nazionale|art. 14 co. 3 bis dPR 115/2002|art. 14 co. 3 bis dPR 115/2002||articolo-14_comma-3-bis|DECR|PRES_REP||||||||115|2002|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:2002;115~art14-comma3bis|presidente.repubblica:decreto:2002;115|presidente.repubblica:decreto:2002;115_articolo-14|presidente.repubblica:decreto:2002;115_articolo-14_comma-3-bis
Sentenza_U91_485_2022.json|A2|Se il contribuente impugni un atto che include riferimenti a|2|||legislation|nazionale|art. 13 co. 6 quater dPR 115/2002|art. 13 co. 6 quater dPR 115/2002||articolo-13_comma-6-quater|DECR|PRES_REP||||||||115|2002|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:2002;115~art13-comma6quater|presidente.repubblica:decreto:2002;115|presidente.repubblica:decreto:2002;115_articolo-13|presidente.repubblica:decreto:2002;115_articolo-13_comma-6-quater
Sentenza_U91_5452_2021.json|A1|Se l'Amministrazione finanziaria possa legittimamente sospen|1|||legislation|nazionale|art. 19 del decreto legislativo 546/92|art. 19 del decreto legislativo 546/92||articolo-19|DLGS|||||||||546|1992|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992;546~art19|decreto.legislativo:1992;546|decreto.legislativo:1992;546_articolo-19|
Sentenza_U91_5452_2021.json|A1|Se l'Amministrazione finanziaria possa legittimamente sospen|2|||legislation|nazionale|art. 23 dlgs. 472/1997|art. 23 dlgs. 472/1997||articolo-23|DLGS|||||||||472|1997|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;472~art23|decreto.legislativo:1997;472|decreto.legislativo:1997;472_articolo-23|
Sentenza_U91_5452_2021.json|A1|Se l'Amministrazione finanziaria possa legittimamente sospen|3|||legislation|nazionale|art. 69 del r.d. 2440/1923|art. 69 del r.d. 2440/1923||articolo-69|DECR|RE||||||||2440|1923|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:re:decreto:1923;2440~art69|re:decreto:1923;2440|re:decreto:1923;2440_articolo-69|
Sentenza_U91_5452_2021.json|A1|Se l'Amministrazione finanziaria possa legittimamente sospen|4|||legislation|nazionale|art. 38 bis c. 3 dpr 633/1972|art. 38 bis c. 3 dpr 633/1972||articolo-38-bis_comma-3|DECR|PRES_REP||||||||633|1972|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:1972;633~art38bis-comma3|presidente.repubblica:decreto:1972;633|presidente.repubblica:decreto:1972;633_articolo-38-bis|presidente.repubblica:decreto:1972;633_articolo-38-bis_comma-3
Sentenza_U91_5452_2021.json|A1|Se l'Amministrazione finanziaria possa legittimamente sospen|5|||legislation|nazionale|art. 4, comma 1, n. 5 d.l. n. 429 del 1982|art. 4, comma 1, n. 5 d.l. n. 429 del 1982||articolo-4_comma-1_numero-5|DL|||||||||429|1982|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legge:1982;429~art4-comma1-num5|decreto.legge:1982;429|decreto.legge:1982;429_articolo-4|decreto.legge:1982;429_articolo-4_comma-1
Sentenza_U91_5452_2021.json|A1|Se l'Amministrazione finanziaria possa legittimamente sospen|6|||legislation|nazionale|dlgs. n. 74 del 2000|dlgs. n. 74 del 2000|||DLGS|||||||||74|2000|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2000;74|decreto.legislativo:2000;74||
Sentenza_U91_5452_2021.json|A1|Se l'Amministrazione finanziaria possa legittimamente sospen|7|||caselaw|nazionale|Suprema Corte , Sezioni Unite 31.01.2020 n. 2320|Suprema Corte , Sezioni Unite 31.01.2020 n. 2320 Cass. n. 15424 del 2009||||CORTE_CASS||||UNITE||||2320|||||2020-01-31||||||||||||
Sentenza_U91_5452_2021.json|A1|Se l'Amministrazione finanziaria possa legittimamente sospen|8|||caselaw|nazionale|Cass. n. 15424 del 2009|Suprema Corte , Sezioni Unite 31.01.2020 n. 2320 Cass. n. 15424 del 2009||||CORTE_CASS||||||||15424|2009||||||||||||||||
Sentenza_U91_5452_2021.json|A1|Se l'Amministrazione finanziaria possa legittimamente sospen|9|||legislation|nazionale|art. 24 della legge 4/29|art. 24 della legge 4/29||articolo-24|L|||||||||4|1929|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:legge:1929;4~art24|legge:1929;4|legge:1929;4_articolo-24|
Sentenza_U91_5452_2021.json|A2|Se l'Amministrazione finanziaria possa legittimamente sospen|1|||legislation|nazionale|art. 19 del decreto legislativo 546/92|art. 19 del decreto legislativo 546/92||articolo-19|DLGS|||||||||546|1992|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992;546~art19|decreto.legislativo:1992;546|decreto.legislativo:1992;546_articolo-19|
Sentenza_U91_5452_2021.json|A2|Se l'Amministrazione finanziaria possa legittimamente sospen|2|||legislation|nazionale|art. 23 dlgs. 472/1997|art. 23 dlgs. 472/1997||articolo-23|DLGS|||||||||472|1997|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;472~art23|decreto.legislativo:1997;472|decreto.legislativo:1997;472_articolo-23|
Sentenza_U91_5452_2021.json|A2|Se l'Amministrazione finanziaria possa legittimamente sospen|3|||legislation|nazionale|art. 69 del r.d. 2440/1923|art. 69 del r.d. 2440/1923||articolo-69|DECR|RE||||||||2440|1923|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:re:decreto:1923;2440~art69|re:decreto:1923;2440|re:decreto:1923;2440_articolo-69|
Sentenza_U91_5452_2021.json|A2|Se l'Amministrazione finanziaria possa legittimamente sospen|4|||legislation|nazionale|art. 38 bis c. 3 dpr 633/1972|art. 38 bis c. 3 dpr 633/1972||articolo-38-bis_comma-3|DECR|PRES_REP||||||||633|1972|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:1972;633~art38bis-comma3|presidente.repubblica:decreto:1972;633|presidente.repubblica:decreto:1972;633_articolo-38-bis|presidente.repubblica:decreto:1972;633_articolo-38-bis_comma-3
Sentenza_U91_5452_2021.json|A2|Se l'Amministrazione finanziaria possa legittimamente sospen|5|||legislation|nazionale|art. 4, comma 1, n. 5 d.l. n. 429 del 1982|art. 4, comma 1, n. 5 d.l. n. 429 del 1982||articolo-4_comma-1_numero-5|DL|||||||||429|1982|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legge:1982;429~art4-comma1-num5|decreto.legge:1982;429|decreto.legge:1982;429_articolo-4|decreto.legge:1982;429_articolo-4_comma-1
Sentenza_U91_5452_2021.json|A2|Se l'Amministrazione finanziaria possa legittimamente sospen|6|||legislation|nazionale|dlgs. n. 74 del 2000|dlgs. n. 74 del 2000|||DLGS|||||||||74|2000|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2000;74|decreto.legislativo:2000;74||
Sentenza_U91_5452_2021.json|A2|Se l'Amministrazione finanziaria possa legittimamente sospen|7|||caselaw|nazionale|Suprema Corte , Sezioni Unite 31.01.2020 n. 2320|Suprema Corte , Sezioni Unite 31.01.2020 n. 2320 Cass. n. 15424 del 2009||||CORTE_CASS||||UNITE||||2320|||||2020-01-31||||||||||||
Sentenza_U91_5452_2021.json|A2|Se l'Amministrazione finanziaria possa legittimamente sospen|8|||caselaw|nazionale|Cass. n. 15424 del 2009|Suprema Corte , Sezioni Unite 31.01.2020 n. 2320 Cass. n. 15424 del 2009||||CORTE_CASS||||||||15424|2009||||||||||||||||
Sentenza_U91_5452_2021.json|A2|Se l'Amministrazione finanziaria possa legittimamente sospen|9|||legislation|nazionale|art. 24 della legge 4/29|art. 24 della legge 4/29||articolo-24|L|||||||||4|1929|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:legge:1929;4~art24|legge:1929;4|legge:1929;4_articolo-24|
Sentenza_U93_56_2022.json|A2|Se l'iscrizione ipotecaria sia nulla per mancata notifica de|1|||legislation|nazionale|Art. 77 dPR 602/73|Art. 77 dPR 602/73||articolo-77|DECR|PRES_REP||||||||602|1973|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:1973;602~art77|presidente.repubblica:decreto:1973;602|presidente.repubblica:decreto:1973;602_articolo-77|
Sentenza_U93_56_2022.json|A2|Se il termine di cui all'art. 50 comma 3 dpr 602/73, relativ|1|||legislation|nazionale|Art. 50 co.3 dPR 602/73|Art. 50 co.3 dPR 602/73||articolo-50_comma-3|DECR|PRES_REP||||||||602|1973|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:1973;602~art50-comma3|presidente.repubblica:decreto:1973;602|presidente.repubblica:decreto:1973;602_articolo-50|presidente.repubblica:decreto:1973;602_articolo-50_comma-3
Sentenza_U93_56_2022.json|A2|Se il termine di cui all'art. 50 comma 3 dpr 602/73, relativ|2|||legislation|nazionale|Art. 2808 cc|Art. 2808 cc|COD_CIV|articolo-2808||||||||||||||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:regio.decreto:1942-03-16;262:2~art2808|COD_CIV|COD_CIV_articolo-2808|
Sentenza_V06_822_2023.json|A1|Se l'Agente della Riscossione, ometta di notificare al contr|1|||legislation|nazionale|art. 77 comma 2-bis d.p.r. 602/1973|art. 77 comma 2-bis d.p.r. 602/1973||articolo-77_comma-2-bis|DECR|PRES_REP||||||||602|1973|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:1973;602~art77-comma2bis|presidente.repubblica:decreto:1973;602|presidente.repubblica:decreto:1973;602_articolo-77|presidente.repubblica:decreto:1973;602_articolo-77_comma-2-bis
Sentenza_V06_822_2023.json|A1|Se l'Agente della Riscossione, ometta di notificare al contr|2|||caselaw|nazionale|Cass. 13314/2021|Cass. 13314/2021||||CORTE_CASS||||||||13314|2021||||||||||||||||
Sentenza_V06_822_2023.json|A2|Se l'Agente della Riscossione, ometta di notificare al contr|1|||legislation|nazionale|art. 77 comma 2-bis dpr 602/1973|art. 77 comma 2-bis dpr 602/1973||articolo-77_comma-2-bis|DECR|PRES_REP||||||||602|1973|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:1973;602~art77-comma2bis|presidente.repubblica:decreto:1973;602|presidente.repubblica:decreto:1973;602_articolo-77|presidente.repubblica:decreto:1973;602_articolo-77_comma-2-bis
Sentenza_V06_822_2023.json|A2|Se l'Agente della Riscossione, ometta di notificare al contr|2|||caselaw|nazionale|cass n. 13314/2021|cass n. 13314/2021||||CORTE_CASS||||||||13314|2021||||||||||||||||
Sentenza_V10_10757_2023.json|A1|Se i movimenti finanziari rilevati su conti correnti intesta|1|||legislation|nazionale|art. 32, comma 1, n. 2 del D.P.R. n. 600/1973|art. 32, comma 1, n. 2 del D.P.R. n. 600/1973||articolo-32_comma-1_numero-2|DECR|PRES_REP||||||||600|1973|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:1973;600~art32-comma1-num2|presidente.repubblica:decreto:1973;600|presidente.repubblica:decreto:1973;600_articolo-32|presidente.repubblica:decreto:1973;600_articolo-32_comma-1
Sentenza_V10_10757_2023.json|A1|Se i movimenti finanziari rilevati su conti correnti intesta|2|||legislation|nazionale|artt. 38|artt. 38, 39, 40, 41 del D.P.R. n. 600/1973||articolo-38|DECR|PRES_REP||||||||600|1973|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:1973;600~art38|presidente.repubblica:decreto:1973;600|presidente.repubblica:decreto:1973;600_articolo-38|
Sentenza_V10_10757_2023.json|A1|Se i movimenti finanziari rilevati su conti correnti intesta|3|||legislation|nazionale|39|artt. 38, 39, 40, 41 del D.P.R. n. 600/1973||articolo-39|DECR|PRES_REP||||||||600|1973|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:1973;600~art39|presidente.repubblica:decreto:1973;600|presidente.repubblica:decreto:1973;600_articolo-39|
Sentenza_V10_10757_2023.json|A1|Se i movimenti finanziari rilevati su conti correnti intesta|4|||legislation|nazionale|40|artt. 38, 39, 40, 41 del D.P.R. n. 600/1973||articolo-40|DECR|PRES_REP||||||||600|1973|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:1973;600~art40|presidente.repubblica:decreto:1973;600|presidente.repubblica:decreto:1973;600_articolo-40|
Sentenza_V10_10757_2023.json|A1|Se i movimenti finanziari rilevati su conti correnti intesta|5|||legislation|nazionale|41 del D.P.R. n. 600/1973|artt. 38, 39, 40, 41 del D.P.R. n. 600/1973||articolo-41|DECR|PRES_REP||||||||600|1973|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:1973;600~art41|presidente.repubblica:decreto:1973;600|presidente.repubblica:decreto:1973;600_articolo-41|
Sentenza_V10_10757_2023.json|A1|Se i movimenti finanziari rilevati su conti correnti intesta|6|||caselaw|nazionale|Cassazione, sentenza n. 13391/2003|Cassazione, sentenza n. 13391/2003|||SENT|CORTE_CASS||||||||13391|2003||||||||||||||||
Sentenza_V10_10757_2023.json|A1|Se i movimenti finanziari rilevati su conti correnti intesta|7|||caselaw|nazionale|Cassazione, sentenza n. 6910/2003|Cassazione, sentenza n. 6910/2003|||SENT|CORTE_CASS||||||||6910|2003||||||||||||||||
Sentenza_V10_10757_2023.json|A1|Se i movimenti finanziari rilevati su conti correnti intesta|8|||caselaw|nazionale|Cassazione, sentenza n. 8683/2002|Cassazione, sentenza n. 8683/2002|||SENT|CORTE_CASS||||||||8683|2002||||||||||||||||
Sentenza_V10_10757_2023.json|A1|Se i movimenti finanziari rilevati su conti correnti intesta|9|||caselaw|nazionale|Cassazione, sentenza n. 2738/ 2001|Cassazione, sentenza n. 2738/ 2001|||SENT|CORTE_CASS||||||||2738|2001||||||||||||||||
Sentenza_V10_10757_2023.json|A1|Se i movimenti finanziari rilevati su conti correnti intesta|10|||caselaw|nazionale|Cassazione, sentenza n. 4987/2003|Cassazione, sentenza n. 4987/2003|||SENT|CORTE_CASS||||||||4987|2003||||||||||||||||
Sentenza_V10_10757_2023.json|A1|Se i movimenti finanziari rilevati su conti correnti intesta|11|||legislation|nazionale|circolare n. 32/E del 19/10/2006 dell’Agenzia delle Entrate|circolare n. 32/E del 19/10/2006 dell’Agenzia delle Entrate|||CIRC|||||||AG_ENTRATE||32||32/E|||2006-10-19||||||||||||
Sentenza_V10_10757_2023.json|A1|Se i movimenti finanziari rilevati su conti correnti intesta|12|||legislation|nazionale|circolare n. 32/E del 19/10/2006 dell’Agenzia delle Entrate|circolare n. 32/E del 19/10/2006 dell’Agenzia delle Entrate|||CIRC|||||||AG_ENTRATE||32||32/E|||2006-10-19||||||||||||
Sentenza_V10_10757_2023.json|A1|Se i movimenti finanziari rilevati su conti correnti intesta|13|||legislation|nazionale|art. 39 c. 2 d.p.r. 600/1973|art. 39 c. 2 d.p.r. 600/1973||articolo-39_comma-2|DECR|PRES_REP||||||||600|1973|||||||||||||http://www.normattiva.it/uri-res/N2Ls?urn:nir:presidente.repubblica:decreto:1973;600~art39-comma2|presidente.repubblica:decreto:1973;600|presidente.repubblica:decreto:1973;600_articolo-39|presidente.repubblica:decreto:1973;600_articolo-39_comma-2
